"","ID","Post_URL","Img_URL","Likes","Owner","Text","Date","Comments","Type"
"11","CKAJTGDBvjH","http://instagram.com/p/CKAJTGDBvjH","https://instagram.fslz6-1.fna.fbcdn.net/v/t51.2885-15/e35/137613104_252935553079271_726910751904482944_n.jpg?_nc_ht=instagram.fslz6-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=fzgZdIEuDx0AX80HlT4&tp=1&oh=29b151e50333081d9f8876726bbb8756&oe=60274713","0","44572909489","Como foi a experiência com seu filho(a) na hora de aprender a ler?   As reuniões de pais no início do ano, trazem muitas preocupações, prinipalmente dos pais do 1º ano do Ensino Fundamental.""Será que meu filho vai aprender a ler este ano?""  Agora um segredo:  🗝️ O processo de alfabetização tem início muito antes desse ano letivo específico.  Por isso esse post se aplica não somente aos pais que tem filhos na idade da alfabetização (entre 5 e 6 anos), mas também a todos que tem filhos na Educação Infantil.   📚 Os estímulos para o desenvolvimento da fala e da linguagem da criança são essenciais para que a aprendizagem da leitura seja leve e bem-sucedida!  ✍🏼 Você já viu uma criança que desenha várias ondinhas e diz que escreveu algo? Esse é apenas um dos sinais de que ela já entendeu a diferença entre desenho e escrita. Já sabe que existe um código de comunicação e começa a se aventurar. Isso é maravilhoso e deve ser estimulado.   💬 Você pode brincar com seu filho de falar uma sílaba e ele continuar uma palavra. Por exemplo, você fala “ca” e ele tem que continuar “cavalo” e você dá outra opção como “cabeça”. De forma lúdica, numa brincadeira divertida o processo de alfabetização já está em andamento!  📚 Ler livros para seu filho, deixa-lo apontar as letras ou palavras que já reconhece também é um estímulo maravilhoso!  Ao longo da Educação Infantil esse processo começa a se estruturar, a criança passa a entender a conexão entre os diferentes sons e as letras ou sílabas. Por isso a escolha da escola é de extrema importância!   É claro que o 1º ano do Ensino Fundamental é importantíssimo! Mas com a base desses estímulos e conhecimento, o processo de alfabetização se dá de forma simples e prazerosa, sem sustos!  E não se esqueça, na quinta-feira, 14/01 às 20h teremos uma live com @carolinaaamoura do @ativamente_psicopedagogia.  Vamos conversar muito sobre alfabetização, consciência fonológica e como você pode ajudar o desenvolvimento do seu filho!  Beijos e até lá!  #dicasdafono #fonoaudiologia #fonocomamor #fonoaudiologia #fono #desenvolvimentoinfantil #psicopedagogia #psicologia #escola  #pedagogia #literaturainfantil #leiturainfantil #educacaoinfantil","2021-01-13 19:40:40","0","GraphSidecar"
"12","CKAJSvYgUR1","http://instagram.com/p/CKAJSvYgUR1","https://instagram.fslz6-1.fna.fbcdn.net/v/t51.2885-15/e35/137650533_157310012592660_5787250606910674154_n.jpg?_nc_ht=instagram.fslz6-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=g6s0PwKWmTQAX8O9YGC&tp=1&oh=0862fe3454f827e5ca9ede5c1bc0f3d2&oe=6027B60F","0","38963633239","📣 DEPRESIÓN 🤔¿Sabes lo que es la depresión? Muchas veces decimos al pasar que estamos deprimidos, pero realmente... ¿sabemos lo que siente una persona que atraviesa un episodio depresivo mayor?  🚫No es simplemente ""no querer salir de la cama"" o ""comer todo el día"", la depresión va mucho más allá y está arraigada en la base de los pensamientos que rigen nuestra conducta.  🧬🤼A veces por cuestiones genéticas, a veces por cuestiones ambientales o situaciones particulares. Lo importante es que hay un mecanismo psicológico por detrás que sostienen esos pensamientos que llevan a los síntomas depresivos. 👨‍💼👩‍⚕️El tratamiento es importante, y mantenerlo lo es aún más. Cada vez que se abandona el tratamiento, los riesgos de sufrir recaídas aumentan. Es por esto que si sufrís o conoces a alguien que sufre depresión, acudas con un profesional (psicólogo o psiquiatra) y se arme un plan de tratamiento específico. 👐No estás solx.  #psicologia #cognitivo #conductual #tcc #terapia #tercerageneración #tipodepsicoterapia #mapa #cerebro #mente #estres #cuarentena #neurociencias #infoutil #depresion #saludmental #cuidatusaludmental #diadeladepresion #tristeza #triste #deprimido","2021-01-13 19:40:37","0","GraphSidecar"
"13","CKAJSRklMe0","http://instagram.com/p/CKAJSRklMe0","https://instagram.fslz6-1.fna.fbcdn.net/v/t51.2885-15/e35/138758660_152802353282395_4702385025007074732_n.jpg?_nc_ht=instagram.fslz6-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=_z0A_coScX0AX-vZb6R&tp=1&oh=2f8f356e785239f3cf3783f9a8c46c72&oe=60287DEE","1","3298097217","O estado de saúde mental não é apenas estar livre de trastornos; é efeito contagioso positivo; é permitir o florescimento.  O tão almejado bem-estar psíquico é uma conquista. E fazer a nossa parte é integrar-se ao processo. 🦋🦋🧠✔️  Encerrando os atendimentos de hoje. 👥♥️  Priscila Valério CRP: 5/44811  Agendamentos 2️⃣0️⃣2️⃣1️⃣ através do site www.psicologapriscilavalerio.com.br ou WhatsApp 21.99749-1856  #psicologadrapriscilavalerio #textosautorais #saudementalparatodos #psicologa #psicologia #frasespsicologadrapriscilavalerio #atendimentoonlineepresendial #gruposeindividual #iluminarcaminhos #resiliencia #potencial #decisao #comportamento #saudementalimporta","2021-01-13 19:40:33","0","GraphImage"
"14","CKAJSArFeJ0","http://instagram.com/p/CKAJSArFeJ0","https://instagram.fslz6-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/139075502_1126296611142241_7303728889137593032_n.jpg?_nc_ht=instagram.fslz6-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=YBmYQQwXMggAX9CErFl&tp=1&oh=f830bb7519c4690dca8bc383fafaf4fd&oe=602A29E2","3","44837660060","Arraste para o lado e entende melhor ➡️  ⚠️O Transtorno Disfórico pré-menstrual deve ser diagnosticado por Psicólogos e Psiquiatras.  📚 Referência Bibliográfica do livro - Psicopatologia e Semiologia dos Transtornos Mentais - Paulo Dalgalarrondo. . . . . #psicopatologia #psicopatologiaesemiologiadostranstornosmentais #psicologia #psicologiaclinica #psicoterapia #psicólogo #transtornodisfóricoprémenstrual #tpmpatologica #psicopatologias #psicoterapiaonline #psicoterapeuta","2021-01-13 19:40:31","0","GraphSidecar"
"15","CKAJRM9BsX2","http://instagram.com/p/CKAJRM9BsX2","https://instagram.fslz6-1.fna.fbcdn.net/v/t51.2885-15/e35/138259848_731327827494201_8021853090341293605_n.jpg?_nc_ht=instagram.fslz6-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=ls3MMQAq9lYAX9MoJG5&tp=1&oh=f32699b31ec61aed43185abf057c3de4&oe=60284EBF","6","2919014201","• VEJA OS STORIES 🤹🏽‍♂️🍃 • SIGAM: @euversifiquei_ ♥️ ⬇️ Marque os Amigos ⬇️  .  .  .  #depressãonãoéfrescura #ansiedadegeneralizada #ansiedadenãoéfrescura #setembroamarelo #seame #prevençãoaosuicídio #voceeforte #frasesinspiradoras #textoscrueisdemaisparaseremlidosrapidamente  #frasesmotivacionais #frasesdiarias #textoscrueisdemaisparaseremlidosrapidamente #psicologia #terapia #autoestima #instalike #instagram #inteligenciaemocional #felicidade   #psicologias #psicologas #psicologiaclínica #psiclove #procureumpsicólogo #psicologiacomamor #frasesinspiradoras #frases #frasesvida #façaterapia","2021-01-13 19:40:24","0","GraphImage"
"16","CKAJQuOFpea","http://instagram.com/p/CKAJQuOFpea","https://instagram.fslz6-1.fna.fbcdn.net/v/t51.2885-15/e35/138935337_283859979788536_6206991963348901941_n.jpg?_nc_ht=instagram.fslz6-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=cl4JSaj5UFcAX-BPIsU&tp=1&oh=f66b0ee2f9adca49730a0b093fdf123b&oe=60277BB4","0","9482924061","Cuidem-se. #psicologia  #saudemental  #autoestima","2021-01-13 19:40:20","0","GraphImage"
"17","CKAJQWIAYnw","http://instagram.com/p/CKAJQWIAYnw","https://instagram.fslz6-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/138925798_1124527101335319_2293996583404065557_n.jpg?_nc_ht=instagram.fslz6-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=UYKM7qNUq7YAX-3Cqw7&tp=1&oh=557b01863f835db14ad9edde12c4f2e7&oe=60270996","1","394366036","Hoje fui surpreendida por essa frase no aplicativo @meditopiabr. 💭  Eu tenho o app porque ele me auxilia na prática da meditação e além de tudo ainda me manda todos os dias frases incríveis sobre todos os aspectos, sempre positivas e refletixas... Já refleti muito com essas frases, quem tem vai me entender! 😅  E essa frase em especial me chamou atenção justamente por hoje eu ter me cobrado em ""excesso"" sobre conquistas, metas, onde eu deveria estar, onde eu quero chegar, o que eu já deveria ter conquistado, aquele pensamento equívoco de que ""estou atrasada"", procrastinando ou até mesmo achar que não estou me dedicando o suficente, mas... a frase me lembrou que: para tudo há um tempo! Meu tempo de fazer uma viagem internacional, ou de ter uma casa própria ou de estar fazendo o mestrado não é agora! Assim como situações da sua vida também!   Estar em paz com o agora, entender o tempo certo de cada conquista vem sendo um desafio pra mim que me cobro tanto!  Hoje aproveitei meus pensamentos e o meditopia para dizer pra você que se sente assim também que: tudo tem seu tempo certo, viva o agora e não se compare! 🤍  #frases #meditopia #reflexão #frasesreflexivas #tempo #seutempo #respira #psico #psicologia","2021-01-13 19:40:17","0","GraphImage"
"18","CKAJQQ4BhOc","http://instagram.com/p/CKAJQQ4BhOc","https://instagram.fslz6-1.fna.fbcdn.net/v/t51.2885-15/e35/138811722_5118987481507335_6542844326299149670_n.jpg?_nc_ht=instagram.fslz6-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=1v_HxgUqMiMAX_8xvw-&tp=1&oh=b2f41fb792f010e15adb2e0f9c670882&oe=602AACED","0","6264333469","Questa sera, di ritorno dallo studio, mi sono soffermata a pensare alle storie che ascolto. Non ho potuto fare a meno di creare una metafora (che tanto mi piacciono!) di ciò che vivo. Ogni giorno posso assistere a tante avventure, proprio come se vedessi delle serie o ascoltassi dei podcast!  Le persone che mi raccontano la loro vita sono allo stesso tempo protagoniste ed autrici di magnifiche avventure!  Sono una spettatrice dinamica e appassiona.  Provo simpatia ed empatia verso i protagonisti, ne divento una supporter vera e propria. Mi faccio un'idea degli altri attori: ci sono quelli più simpatici, perché supportano il mio protagonista, e ci sono quelli che mi piacciono meno, perché mettono di continuo i bastoni fra le ruote allo svolgimento della storia mirata a raggiungere il lieto fine. Grazie alle storie che arrivano da me vedo tante realtà; tanti mondi; tanti universi e non potrò mai ripagare tutta la vita che mi viene regalata. Sono una spettatrice decisamente privilegiata!  #psicologamartorelli #psicologia #psychology #psicologa #psychologist #psicoterapia #psychotherapy #autostima #selfesteem #motivazione #motivation #presentmoment #momentopresente #mindfulchoices #consapevolezza #netflix #prime  #serie","2021-01-13 19:40:16","0","GraphImage"
"19","CKAJPdVFzAp","http://instagram.com/p/CKAJPdVFzAp","https://instagram.fslz6-1.fna.fbcdn.net/v/t51.2885-15/e35/137613108_406388420630839_3871023763398847114_n.jpg?_nc_ht=instagram.fslz6-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=UyCpIVty4fwAX_JbK8n&tp=1&oh=31d3bf5f20459fa3042ff907e24a3380&oe=60296983","0","14690275489","Día internacional contra la depresión.  A una persona con depresión no le sé dice: 📍Todo se soluciona pensando en positivo. 📍Que le falta fuerza interior. 📍Que está exagerando. Recuerda la #depresion es una enfermedad, no un estado de ánimo. . . . #diacontraladepresión #psicologia #depresión #saludmental #enfermedadmental #mentalhealth #lifestyle #bienestar #tumeimportas #bienestaremocional #psicologiapositiva #psicologiaclinica #psicologiaonline","2021-01-13 19:40:10","0","GraphImage"
"20","CKAJPSKJOCi","http://instagram.com/p/CKAJPSKJOCi","https://instagram.fslz6-1.fna.fbcdn.net/v/t51.2885-15/e35/137574837_739208600337914_21213127451661583_n.jpg?_nc_ht=instagram.fslz6-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=UJOQ7aJZNsoAX_pNM-K&tp=1&oh=861c04216e77926a07b14871e012dd2b&oe=602804CE","0","656038722","#atitude #psicologia #autoconhecimento #relacionamentos #emocoes #emoções","2021-01-13 19:40:08","0","GraphImage"
"21","CKAJO43Bw6W","http://instagram.com/p/CKAJO43Bw6W","https://instagram.fslz6-1.fna.fbcdn.net/v/t51.2885-15/e35/137626679_231481098471280_5045898252355040927_n.jpg?_nc_ht=instagram.fslz6-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=iFv5bzizMJ4AX__ac9G&tp=1&oh=ffdac850921f04d34c1b24d92a9ebdec&oe=6028B3A5","1","45399633538","O psicólogo é o profissional que diagnostica, previne ou trata problemas relacionados as emoções e a personalidade. 🙂  A psicologia é um campo que está em alta, visto que as pessoas têm se preocupado cada vez mais com a saúde mental e emocional e buscado por qualidade de vida. 📈  Na carreira de psicólogo é essencial aprimorar o conhecimento de forma contínua. Não somente pelas vantagens conquistadas no mercado de trabalho, mas também para oferecer um atendimento mais efetivo aos seus pacientes. 🤗 . . . . . . . #Psicologia #psicoterapia #saudemental #autoconhecimento  #autoestima #terapia #psicologiapositiva #psicologiahospitalar #saude #amor  #FaculdadeÚnica #saopaulo #belohorizonte #riodejaneiro #vitoria","2021-01-13 19:40:05","0","GraphImage"
"22","CKAJOodD1yc","http://instagram.com/p/CKAJOodD1yc","https://instagram.fslz6-1.fna.fbcdn.net/v/t51.2885-15/e35/138349364_1642131162640943_1430085913369680369_n.jpg?_nc_ht=instagram.fslz6-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=bozQrFZ_SscAX8TBGY5&tp=1&oh=3f42b5355c3c08b7e6f3c38ce07996d3&oe=6027E539","0","36194673502","La #depresión es uno de los trastornos mentales más frecuentes, afecta a más de 300 millones de personas en el mundo. Es la principal causa de discapacidad a nivel mundial.  Es importante que hoy HABLEMOS de depresión. Porque todos nos sentimos tristes o decaídos de vez en cuando, pero estos sentimientos suelen desaparecer en poco tiempo. La depresión es un #trastornodelestadodeanimo que causa #síntomas de #angustia, que afectan a las personas en cómo se sienten, piensan y coordinan las actividades diarias, como dormir, comer o trabajar. Se caracteriza por presentar un descenso marcado en el estado de ánimo, pérdida de interés y de la capacidad de disfrutar, y reducción de la energía que produce una disminución de la actividad, todo ello durante un mínimo de dos semanas. Muchas personas con depresión también padecen síntomas de ansiedad, alteraciones del sueño y del apetito, sentimientos de culpa y baja autoestima, dificultades de concentración e incluso síntomas sin explicación médica.  Hay diversos factores que contribuyen a la aparición de este trastorno, ya que es el resultado de interacciones complejas entre factores sociales, psicológicos y biológicos.  Con la proclamación de este día se pretende #sensibilizar, #orientar y #prevenir a la población a nivel mundial sobre esta enfermedad, cuyas cifras aumentan de manera desproporcionada en el mundo. La #estigmatización de las #enfermedadesmentales sigue siendo un obstáculo para que las personas de todo el mundo pidan ayuda. Hablar de la depresión, ya sea con un familiar, amigo o profesional de la salud, o en contextos más amplios (como la escuela, el lugar de trabajo y los entornos sociales) así como también en el ámbito público (medios de comunicación, redes sociales, etc.), ayuda a eliminar dicha estigmatización, contribuyendo a que las personas afectadas inicien un #tratamiento adecuado.  . #buscaayudaprofesional #yotecuidovosmecuidas #saludmental #saludmentalyemocional #lafalda #lafaldacordoba #valledepunilla #psicologia #psicoterapiacognitivoconductual #psicologiabasadaenevidencia","2021-01-13 19:40:03","0","GraphImage"
"23","CKAJOdpDuZq","http://instagram.com/p/CKAJOdpDuZq","https://instagram.fslz6-1.fna.fbcdn.net/v/t51.2885-15/e35/138343224_158129802776654_3669598240001874107_n.jpg?_nc_ht=instagram.fslz6-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=0OvWGYgQFZEAX_g3UnN&tp=1&oh=97f9e4ade361f5c98320757e86c93cff&oe=60279150","2","7047563458","A few months ago, after the death of my beloved grandfather, I received many messages from friends, colleagues, family members and even strangers giving me their condolences and encouragement. I meant the world to me and feeling the support of my community gave me strength to keep moving forward.  ✨ But, what I'd like to share with you today, is that I also received messages that were not helpful and at times even harmful (while maybe well-intentioned).  ✨ Some of the things I was told was: ""well, be grateful that he lived so long"" (He was 97 when he died.) and ""He's in a better place now"" (I hear that, but I can't see him and that sucks). And the worst one  was ""you just push through your grief"" ...hmm, well, yes we can push through, in fact we have no other choice, but there are days when we simply can't, moments when we just break down and cry and feel our heartbreak.  ✨ Grief is not something you ""just push through"", it is something to honor, to feel, to share, to experience, to heal from, and mostly, I will say it again...to honor. So, if you are grieving, know that it's ok to take time to heal, to cry, to not see clients, to take a day or more off from work, and just to Be.  If you've lost a loved one and need someone to talk to, join my grief and loss support group, starting February 8th, 2021. Sign up in link in bio ✨ Want to chat? Schedule a free consult on our link in bio.... . . Follow @thekimballcollective  Follow @kimballtherapy . . ✨ #kimballtherapy #mentalhealth #mentalhealthawareness #mentalhealthmatters #anxiety #therapy #therapists #therapistsofinstagram #latinxtherapist #selfcare #healing #psychology #psychologytoday #wellness #counseling #love #nature #teletherapy #saludmental #terapia #terapiavirtual #psicologia #estres  #psicoterapia #español #terapiaenespañol #losangeles #woodlandhills #losangelestherapist #woodlandhillstherapist⁠","2021-01-13 19:40:02","0","GraphImage"
"24","CKAJOR5F3wb","http://instagram.com/p/CKAJOR5F3wb","https://instagram.fslz6-1.fna.fbcdn.net/v/t51.2885-15/e35/138758659_236457171369774_801968985356635206_n.jpg?_nc_ht=instagram.fslz6-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=LdG9NBMJUfgAX_pgrA8&tp=1&oh=c9ff0dd16d1d324a7b6d9588fd0f7978&oe=60299E2F","1","40471496920","Jaleco com meia manga bufante 😍  #resenderj #resende #penedorj #portorealrj #psicologia #pijamacirurgico #tresriosrj #itatiaiarj #jalecospersonalizados #jalecosfemininos #jaleco #aventalpersonalizado #ateliê #ateliecriativo #paraibadosul #riodejaneiro #riodejaneiro #queimadosrj #betimmg #copacabana #leblon #novaiguaçu #juizdefora #juizdeforamg #vassouras #vassourasrj #valença","2021-01-13 19:40:00","0","GraphSidecar"
